id;name;created_date;last_modified_date;created_by;last_modified_by;active;subcategory_id
3866;Resonance;2024-10-03T10:00:00;;system;;true;1673
3867;Diction drills;2024-10-03T10:00:00;;system;;true;1673
3868;Accent reduction;2024-10-03T10:00:00;;system;;true;1673
3869;Performance polish;2024-10-03T10:00:00;;system;;true;1673
3870;Document intake;2024-10-03T10:00:00;;system;;true;1674
3871;Issue list;2024-10-03T10:00:00;;system;;true;1674
3872;Redlines;2024-10-03T10:00:00;;system;;true;1674
3873;Negotiation notes;2024-10-03T10:00:00;;system;;true;1674
3874;Final summary;2024-10-03T10:00:00;;system;;true;1674
3875;Policy drafts;2024-10-03T10:00:00;;system;;true;1675
3876;Privacy/Terms;2024-10-03T10:00:00;;system;;true;1675
3877;Review cycle;2024-10-03T10:00:00;;system;;true;1675
3878;Stakeholder sign‑off;2024-10-03T10:00:00;;system;;true;1675
3879;Version control;2024-10-03T10:00:00;;system;;true;1675
3880;Search & clearance;2024-10-03T10:00:00;;system;;true;1676
3881;Specimen prep;2024-10-03T10:00:00;;system;;true;1676
3882;Filing support;2024-10-03T10:00:00;;system;;true;1676
3883;Office actions;2024-10-03T10:00:00;;system;;true;1676
3884;Portfolio plan;2024-10-03T10:00:00;;system;;true;1676
3885;Data inventory;2024-10-03T10:00:00;;system;;true;1677
3886;DPIA templates;2024-10-03T10:00:00;;system;;true;1677
3887;Consent/notice;2024-10-03T10:00:00;;system;;true;1677
3888;Processor contracts;2024-10-03T10:00:00;;system;;true;1677
3889;Audit checklist;2024-10-03T10:00:00;;system;;true;1677
3890;Offer & NDA;2024-10-03T10:00:00;;system;;true;1678
3891;Policy handbook;2024-10-03T10:00:00;;system;;true;1678
3892;Disciplinary letters;2024-10-03T10:00:00;;system;;true;1678
3893;Severance docs;2024-10-03T10:00:00;;system;;true;1678
3894;Compliance review;2024-10-03T10:00:00;;system;;true;1678
3895;Founders agreement;2024-10-03T10:00:00;;system;;true;1679
3896;Cap table basics;2024-10-03T10:00:00;;system;;true;1679
3897;Bylaws & resolutions;2024-10-03T10:00:00;;system;;true;1679
3898;SAFEs/Notes review;2024-10-03T10:00:00;;system;;true;1679
3899;Board consents;2024-10-03T10:00:00;;system;;true;1679
3900;Chart setup;2024-10-03T10:00:00;;system;;true;1680
3901;Bank feeds;2024-10-03T10:00:00;;system;;true;1680
3902;Month‑end close;2024-10-03T10:00:00;;system;;true;1680
3903;Reconciliations;2024-10-03T10:00:00;;system;;true;1680
3904;Reports pack;2024-10-03T10:00:00;;system;;true;1680
3905;P&L/Balance sheet;2024-10-03T10:00:00;;system;;true;1681
3906;Cash flow build;2024-10-03T10:00:00;;system;;true;1681
3907;Notes & schedules;2024-10-03T10:00:00;;system;;true;1681
3908;Variance analysis;2024-10-03T10:00:00;;system;;true;1681
3909;Board deck;2024-10-03T10:00:00;;system;;true;1681
3910;Docs intake;2024-10-03T10:00:00;;system;;true;1682
3911;Return draft;2024-10-03T10:00:00;;system;;true;1682
3912;Credits/deductions;2024-10-03T10:00:00;;system;;true;1682
3913;Filing & payment;2024-10-03T10:00:00;;system;;true;1682
3914;Year‑end advice;2024-10-03T10:00:00;;system;;true;1682
3915;Assumptions sheet;2024-10-03T10:00:00;;system;;true;1683
3916;3‑statement link;2024-10-03T10:00:00;;system;;true;1683
3917;Scenario cases;2024-10-03T10:00:00;;system;;true;1683
3918;Sensitivity table;2024-10-03T10:00:00;;system;;true;1683
3919;Output charts;2024-10-03T10:00:00;;system;;true;1683
3920;Payroll setup;2024-10-03T10:00:00;;system;;true;1684
3921;Payslip run;2024-10-03T10:00:00;;system;;true;1684
3922;Invoice prep;2024-10-03T10:00:00;;system;;true;1684
3923;Aging follow‑up;2024-10-03T10:00:00;;system;;true;1684
3924;Reporting;2024-10-03T10:00:00;;system;;true;1684
3925;Budget model;2024-10-03T10:00:00;;system;;true;1685
3926;Department inputs;2024-10-03T10:00:00;;system;;true;1685
3927;Rolling forecast;2024-10-03T10:00:00;;system;;true;1685
3928;Variance review;2024-10-03T10:00:00;;system;;true;1685
3929;CFO pack;2024-10-03T10:00:00;;system;;true;1685
3930;Tool selection;2024-10-03T10:00:00;;system;;true;1686
3931;Routing rules;2024-10-03T10:00:00;;system;;true;1686
3932;SLAs & escalation;2024-10-03T10:00:00;;system;;true;1686
3933;Macros & templates;2024-10-03T10:00:00;;system;;true;1686
3934;Reporting view;2024-10-03T10:00:00;;system;;true;1686
3935;Info architecture;2024-10-03T10:00:00;;system;;true;1687
3936;Article templates;2024-10-03T10:00:00;;system;;true;1687
3937;Seed articles;2024-10-03T10:00:00;;system;;true;1687
3938;Review workflow;2024-10-03T10:00:00;;system;;true;1687
3939;Publish & measure;2024-10-03T10:00:00;;system;;true;1687
3940;Widget setup;2024-10-03T10:00:00;;system;;true;1688
3941;Playbooks;2024-10-03T10:00:00;;system;;true;1688
3942;Handoffs;2024-10-03T10:00:00;;system;;true;1688
3943;Hours & coverage;2024-10-03T10:00:00;;system;;true;1688
3944;CSAT review;2024-10-03T10:00:00;;system;;true;1688
3945;Survey design;2024-10-03T10:00:00;;system;;true;1689
3946;Distribution plan;2024-10-03T10:00:00;;system;;true;1689
3947;Response dashboard;2024-10-03T10:00:00;;system;;true;1689
3948;Close‑the‑loop;2024-10-03T10:00:00;;system;;true;1689
3949;Insights summary;2024-10-03T10:00:00;;system;;true;1689
3950;SOP drafts;2024-10-03T10:00:00;;system;;true;1690
3951;Quality rubrics;2024-10-03T10:00:00;;system;;true;1690
3952;Scorecards;2024-10-03T10:00:00;;system;;true;1690
3953;Calibration sessions;2024-10-03T10:00:00;;system;;true;1690
3954;Coach notes;2024-10-03T10:00:00;;system;;true;1690
3955;Tagging scheme;2024-10-03T10:00:00;;system;;true;1691
3956;Dashboards;2024-10-03T10:00:00;;system;;true;1691
3957;SLA metrics;2024-10-03T10:00:00;;system;;true;1691
3958;Backlog insights;2024-10-03T10:00:00;;system;;true;1691
3959;Quarterly report;2024-10-03T10:00:00;;system;;true;1691
